adversaryId,adversaryName,attackFamily,caseKey,baselineScenario,attackedScenario,mechanismFamily,budgetUnit,budgetValue,informationLevel,metric,metricLabel,seedCount,runsPerSeed,legislators,billsPerRun,traceRowsPerSeed,evaluatedTraceRows,eventCount,mean,sampleStdDev,standardError,ci95Low,ci95High,min,q25,median,q75,max,positiveSeedShare,nonzeroSeedShare,signAgreementShare,intervalMethod,recoveryStatus,claimBoundary
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,1,medium,worstPublicSupportLoss,Worst Public Support Loss,30,5,101,60,600,18000,,0.270699,0.009610,0.001755,0.267111,0.274287,0.247711,0.265684,0.272849,0.278470,0.281999,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,3,medium,attackSuccessRate,Attack Success Rate,30,5,101,60,600,18000,9352,0.519556,0.023513,0.004293,0.510777,0.528335,0.475000,0.501667,0.520000,0.540417,0.568333,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,3,medium,enactmentLossRate,Enactment Loss Rate,30,5,101,60,600,18000,,0.163833,0.011322,0.002067,0.159606,0.168061,0.145000,0.156667,0.163333,0.169583,0.188333,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,3,medium,lowSupportAddedRate,Low Support Added Rate,30,5,101,60,600,18000,,0.000556,0.000911,0.000166,0.000215,0.000896,0.000000,0.000000,0.000000,0.001667,0.003333,0.300000,0.300000,0.300000,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,3,medium,meanAdminCostAdded,Mean Admin Cost Added,30,5,101,60,600,18000,,0.166035,0.019940,0.003641,0.158590,0.173479,0.126667,0.150942,0.167383,0.178667,0.205100,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,3,medium,meanPublicBenefitLoss,Mean public-benefit loss,30,5,101,60,600,18000,,0.020334,0.001016,0.000186,0.019955,0.020714,0.017590,0.019774,0.020206,0.020751,0.022659,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,3,medium,meanPublicSupportLoss,Mean Public Support Loss,30,5,101,60,600,18000,,0.069318,0.003088,0.000564,0.068165,0.070471,0.063455,0.067591,0.068744,0.071594,0.074957,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,3,medium,medianPublicBenefitLoss,Median Public Benefit Loss,30,5,101,60,600,18000,,0.017792,0.014448,0.002638,0.012398,0.023186,0.000000,0.000000,0.029003,0.030000,0.030000,0.666667,0.666667,0.666667,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,3,medium,medianPublicSupportLoss,Median Public Support Loss,30,5,101,60,600,18000,,0.011063,0.022392,0.004088,0.002703,0.019423,0.000000,0.000000,0.000000,0.000000,0.088522,0.233333,0.233333,0.233333,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,3,medium,worstAdminCostAdded,Worst Admin Cost Added,30,5,101,60,600,18000,,0.966667,0.344146,0.062832,0.838175,1.095159,0.780000,0.780000,0.780000,0.780000,1.580000,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,3,medium,worstPublicBenefitLoss,Worst Public Benefit Loss,30,5,101,60,600,18000,,0.095897,0.001248,0.000228,0.095431,0.096363,0.091828,0.095285,0.096249,0.096758,0.097404,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,3,medium,worstPublicSupportLoss,Worst Public Support Loss,30,5,101,60,600,18000,,0.271019,0.009781,0.001786,0.267367,0.274671,0.247711,0.265684,0.273191,0.278470,0.285508,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,6,medium,attackSuccessRate,Attack Success Rate,30,5,101,60,600,18000,9459,0.525500,0.023012,0.004201,0.516908,0.534092,0.485000,0.507084,0.525834,0.541667,0.578333,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,6,medium,enactmentLossRate,Enactment Loss Rate,30,5,101,60,600,18000,,0.216167,0.014365,0.002623,0.210803,0.221530,0.181667,0.208750,0.217500,0.225000,0.245000,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,6,medium,lowSupportAddedRate,Low Support Added Rate,30,5,101,60,600,18000,,0.001056,0.000817,0.000149,0.000751,0.001361,0.000000,0.000000,0.001667,0.001667,0.001667,0.633333,0.633333,0.633333,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,6,medium,meanAdminCostAdded,Mean Admin Cost Added,30,5,101,60,600,18000,,0.316522,0.038036,0.006944,0.302321,0.330724,0.233267,0.287017,0.318734,0.338467,0.403333,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,6,medium,meanPublicBenefitLoss,Mean public-benefit loss,30,5,101,60,600,18000,,0.031435,0.001581,0.000289,0.030845,0.032025,0.027539,0.030664,0.031317,0.032580,0.034839,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,6,medium,meanPublicSupportLoss,Mean Public Support Loss,30,5,101,60,600,18000,,0.089624,0.004012,0.000732,0.088126,0.091121,0.082145,0.086955,0.089070,0.092014,0.096959,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,6,medium,medianPublicBenefitLoss,Median Public Benefit Loss,30,5,101,60,600,18000,,0.025737,0.017751,0.003241,0.019110,0.032365,0.000000,0.004571,0.033101,0.039190,0.054243,0.833333,0.833333,0.833333,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,6,medium,medianPublicSupportLoss,Median Public Support Loss,30,5,101,60,600,18000,,0.039401,0.040535,0.007401,0.024267,0.054535,0.000000,0.004214,0.030600,0.055422,0.134395,0.800000,0.800000,0.800000,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
A1,Clone/decoy pressure,clone_decoy_pressure,clone-decoy-pressure,simple-majority-alternatives-pairwise,simple-majority-alternatives-a1-clone-decoy,policy_tournament_pairwise_majority,proposal_slots,6,medium,worstAdminCostAdded,Worst Admin Cost Added,30,5,101,60,600,18000,,1.746667,0.344146,0.062832,1.618175,1.875159,1.560000,1.560000,1.560000,1.560000,2.360000,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,not_modeled,"A1-A8 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed first-wave attack mechanisms, budgets, information levels, institutional paths, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption. Success criteria and evaluated-row units differ by adversary, so the cross-family success total is an audit count rather than a pooled attack rate."
