vote_id,congress,chamber,rollnumber,rollcall_date,bill_number,bill_id,bill_match_status,member_vote_rows,evidence_layers,missing_links,vote_result,vote_question,vote_desc,source_url,claim_boundary
118-House-11,118,House,11,2023-01-05,,,missing_bill_number,430,voteview_rollcall_metadata,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Jeffries,Election of the Speaker,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-12,118,House,12,2023-01-05,,,missing_bill_number,430,voteview_rollcall_metadata,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Jeffries,Election of the Speaker,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-13,118,House,13,2023-01-05,,,missing_bill_number,430,voteview_rollcall_metadata,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Passed,On Motion to Adjourn,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-14,118,House,14,2023-01-06,,,missing_bill_number,429,voteview_rollcall_metadata,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,McCarthy,Election of the Speaker,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-15,118,House,15,2023-01-06,,,missing_bill_number,430,voteview_rollcall_metadata,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,McCarthy,Election of the Speaker,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-16,118,House,16,2023-01-06,,,missing_bill_number,430,voteview_rollcall_metadata,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Passed,On Motion to Adjourn,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-17,118,House,17,2023-01-06,,,missing_bill_number,430,voteview_rollcall_metadata,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,McCarthy,Election of the Speaker,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-18,118,House,18,2023-01-06,,,missing_bill_number,432,voteview_rollcall_metadata,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Motion to Adjourn,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-19,118,House,19,2023-01-07,,,missing_bill_number,426,voteview_rollcall_metadata,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,McCarthy,Election of the Speaker,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-20,118,House,20,2023-01-09,HRES5,118-hres-5,voteview_bill_number_only,414,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Passed,On Ordering the Previous Question,"Adopting the Rules of the House of Representatives for the One Hundred Eighteenth Congress, and for other purposes",https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-21,118,House,21,2023-01-09,HRES5,118-hres-5,voteview_bill_number_only,428,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Motion to Commit,"Adopting the Rules of the House of Representatives for the One Hundred Eighteenth Congress, and for other purposes",https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-22,118,House,22,2023-01-09,HRES5,118-hres-5,voteview_bill_number_only,431,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Passed,On Agreeing to the Resolution,"Adopting the Rules of the House of Representatives for the One Hundred Eighteenth Congress, and for other purposes",https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-23,118,House,23,2023-01-09,HR23,118-hr-23,voteview_bill_number_only,428,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Motion to Recommit,Family and Small Business Taxpayer Protection Act,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-24,118,House,24,2023-01-09,HR23,118-hr-23,voteview_bill_number_only,429,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Passed,On Passage,Family and Small Business Taxpayer Protection Act,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-25,118,House,25,2023-01-10,HRES11,118-hres-11,voteview_bill_number_only,428,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Passed,On Agreeing to the Resolution,Establishing the Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-26,118,House,26,2023-01-10,HRES12,118-hres-12,voteview_bill_number_only,430,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Passed,On Agreeing to the Resolution,Establishing a Select Subcommittee on the Weaponization of the Federal Government as a select investigative subcommittee of the Committee on the Judiciary,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-27,118,House,27,2023-01-11,HR26,118-hr-26,voteview_bill_number_only,429,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Motion to Recommit,Born-Alive Abortion Survivors Protection Act,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-28,118,House,28,2023-01-11,HR26,118-hr-26,voteview_bill_number_only,428,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Passed,On Passage,Born-Alive Abortion Survivors Protection Act,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-29,118,House,29,2023-01-11,HCONRES3,118-hconres-3,bill_progression_metadata,429,voteview_rollcall_metadata; voteview_bill_number; congressgov_bill_progression_overlap,district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Passed,On Agreeing to the Resolution,"Expressing the sense of Congress condemning the recent attacks on pro-life facilities, groups, and churches",https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-30,118,House,30,2023-01-12,HR22,118-hr-22,voteview_bill_number_only,426,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Passed,On Passage,Protecting America’s Strategic Petroleum Reserve from China Act,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-31,118,House,31,2023-01-24,HR159,118-hr-159,bill_progression_metadata,422,voteview_rollcall_metadata; voteview_bill_number; congressgov_bill_progression_overlap,district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Passed,"On Motion to Suspend the Rules and Pass, as Amended",Chance to Compete Act of 2023,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-32,118,House,32,2023-01-24,HR300,118-hr-300,voteview_bill_number_only,423,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Passed,"On Motion to Suspend the Rules and Pass, as Amended",Settlement Agreement Information Database Act of 2023,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-33,118,House,33,2023-01-25,HR346,118-hr-346,voteview_bill_number_only,426,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Passed,"On Motion to Suspend the Rules and Pass, as Amended",NOTAM Improvement Act,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-34,118,House,34,2023-01-25,HR400,118-hr-400,voteview_bill_number_only,422,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Passed,On Motion to Suspend the Rules and Pass,Investing in Main Street Act,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-35,118,House,35,2023-01-25,HCONRES7,118-hconres-7,voteview_bill_number_only,419,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Passed,"On Motion to Suspend the Rules and Agree to the Resolution, as Amended","Commending the bravery, courage, and resolve of the women and men of Iran demonstrating in more than 133 cities and risking their safety to speak out against the Iranian regime’s human rights abuses",https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-36,118,House,36,2023-01-26,HR21,118-hr-21,voteview_bill_number_only,423,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Agreeing to the Amendment,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-37,118,House,37,2023-01-26,HR21,118-hr-21,voteview_bill_number_only,429,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Agreeing to the Amendment,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-38,118,House,38,2023-01-26,HR21,118-hr-21,voteview_bill_number_only,431,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Agreeing to the Amendment,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-39,118,House,39,2023-01-26,HR21,118-hr-21,voteview_bill_number_only,431,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Agreeing to the Amendment,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-40,118,House,40,2023-01-26,HR21,118-hr-21,voteview_bill_number_only,429,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Agreed to,On Agreeing to the Amendment,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-41,118,House,41,2023-01-26,HR21,118-hr-21,voteview_bill_number_only,430,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Agreeing to the Amendment,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-42,118,House,42,2023-01-26,HR21,118-hr-21,voteview_bill_number_only,429,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Agreeing to the Amendment,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-43,118,House,43,2023-01-26,HR21,118-hr-21,voteview_bill_number_only,430,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Agreed to,On Agreeing to the Amendment,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-44,118,House,44,2023-01-26,HR21,118-hr-21,voteview_bill_number_only,429,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Agreeing to the Amendment,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-45,118,House,45,2023-01-26,HR21,118-hr-21,voteview_bill_number_only,428,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Agreeing to the Amendment,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-46,118,House,46,2023-01-26,HR21,118-hr-21,voteview_bill_number_only,428,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Agreeing to the Amendment,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-47,118,House,47,2023-01-26,HR21,118-hr-21,voteview_bill_number_only,429,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Agreeing to the Amendment,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-48,118,House,48,2023-01-26,HR21,118-hr-21,voteview_bill_number_only,429,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Agreeing to the Amendment,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-49,118,House,49,2023-01-26,HR21,118-hr-21,voteview_bill_number_only,430,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Agreeing to the Amendment,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-50,118,House,50,2023-01-26,HR21,118-hr-21,voteview_bill_number_only,430,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Agreeing to the Amendment,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-51,118,House,51,2023-01-26,HR21,118-hr-21,voteview_bill_number_only,430,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Agreeing to the Amendment,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-52,118,House,52,2023-01-26,HR21,118-hr-21,voteview_bill_number_only,430,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Agreeing to the Amendment,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
118-House-53,118,House,53,2023-01-26,HR21,118-hr-21,voteview_bill_number_only,430,voteview_rollcall_metadata; voteview_bill_number,cached_bill_progression_overlap; district_public_opinion_issue; sponsor_success_or_member_effectiveness; public_law_or_statute_for_most_rows; implementation_or_court_outcome; model_validation,Failed,On Agreeing to the Amendment,,https://voteview.com/static/data/out/rollcalls/HS118_rollcalls.csv,"Voteview bill-linkage context only; not full roll-call-to-bill coverage, public-opinion representation, sponsor effectiveness, public benefit, welfare, causal influence, or model validation."
